TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
15,95,18:00,10.56,0.21,39.84,43.87,148.82,2.29,2.29,2.29,25.94,1390.46
114,227,11:40,6.79,3.71,-7.02,0.01,357.56,0.01,0.01,0.01,-53.8,745.26
6,169,08:20,6.83,-2.86,11.7,25.62,93.35,1.13,1.13,1.13,-132.61,624.5
11,70,06:50,2.42,-2.12,26.88,30.87,396.46,0.03,0.03,0.03,-20.75,67.32
134,144,13:10,6.83,-3.2,21.5,21.61,11.08,0.01,0.04,0.01,-128.01,661.13
108,40,23:40,4.12,2.24,14.78,35.29,14.47,0.01,0.01,0.01,-40.43,168.09
33,200,21:30,6.1,2.65,10.26,19.23,268.66,0.01,0.01,0.01,-165.64,626.97
130,80,16:00,3.63,-7.35,38.61,41.07,-210.01,13.29,13.3,13.29,-10.13,94.45
88,165,14:50,5.3,-2.62,19.52,24.54,190.16,0.01,0.01,0.01,-65.34,353.51
89,176,15:40,8.3,-4.26,20.97,26.12,326.85,12.27,12.26,12.26,-58.78,286.78
18,151,16:00,6.76,1.33,41.15,36.99,23.61,2.1,2.1,2.1,-116.27,490.8
107,86,17:00,6.07,-0.01,33.12,40.12,518.3,0.01,0.01,0.01,-16.84,465.43
101,238,20:00,3.16,3.34,33.37,4.76,29.14,0.01,0.01,0.01,-43.38,140.64
63,51,13:00,3.72,-1.11,35.65,41.21,547.51,0.02,0.02,0.02,-5.46,161.99
40,226,04:40,4.77,1.26,10.13,10.21,155.16,0.03,0.03,0.03,-34.02,221.78
2,218,20:00,4.28,-2.7,-7.4,11.03,86.74,0.51,0.51,0.51,-57.47,227.02
23,244,11:50,10.7,0.67,-7.5,13.31,365.44,5.01,5.01,5.01,159.36,1516.72
87,25,14:30,3.78,0.04,18.36,23.2,444.37,0.03,0.03,0.03,-11.13,157.02
63,23,17:40,8.03,-2.24,28.79,34.37,171.86,0.19,0.19,0.21,-5.24,774.1
70,32,20:50,3.77,-6.93,36.63,44.98,119.44,0.01,0.01,0.01,-99.56,171.81
51,151,21:20,7.06,-1.98,22.93,35.22,-23.05,4.22,4.22,4.22,42.82,680.0
23,123,00:00,3.01,8.28,28.66,34.71,277.86,48.58,48.57,48.57,1.25,37.7
115,173,06:10,3.09,-2.16,5.35,18.99,377.09,0.02,0.02,0.02,-11.19,43.09
60,176,16:10,8.5,1.64,21.38,27.7,235.25,7.81,7.81,7.81,-158.23,582.84
122,151,00:20,7.59,-1.13,18.43,24.53,-43.01,9.09,9.09,9.09,-47.87,647.41
84,232,21:00,1.84,7.52,4.28,16.51,347.89,0.05,0.04,0.03,0.31,5.34
97,157,01:50,9.67,-1.14,13.11,18.85,115.45,0.04,0.04,0.04,106.7,1117.03
54,185,20:30,3.44,7.08,14.33,20.7,344.35,0.01,0.01,0.01,-42.94,121.36
24,36,17:10,3.3,-47.83,392.54,41.44,319.95,85.95,85.99,85.96,-0.3,0.0
97,140,16:00,2.74,-3.92,36.42,30.61,121.23,0.01,0.01,0.01,-9.97,46.9
73,103,19:10,3.77,2.74,31.18,41.34,129.05,31.85,31.86,31.85,-0.3,88.5
21,101,01:10,5.03,0.27,34.73,44.8,86.25,0.02,0.02,0.02,-41.52,240.54
32,139,15:50,5.53,-3.85,29.45,29.83,159.39,0.01,0.04,0.01,-88.92,378.81
108,144,20:20,12.56,-7.93,4.0,32.01,367.05,6.77,6.77,6.77,43.55,1519.79
46,54,02:20,1.71,0.94,28.55,39.37,258.55,0.01,0.01,0.01,-15.72,34.61
1,13,20:40,5.72,-1.47,29.65,39.07,-123.17,0.99,0.99,0.99,-0.28,381.79
80,119,22:10,11.19,3.78,29.62,41.47,342.97,8.91,8.91,8.91,50.91,1113.77
32,210,07:40,5.61,1.87,0.58,7.86,315.3,0.01,0.01,0.01,-121.86,586.2
130,6,14:00,4.1,-4.24,25.54,29.34,138.75,0.04,0.04,0.04,-61.01,222.32
107,76,11:20,8.28,-1.87,29.55,38.38,-23.04,0.03,0.03,0.03,83.88,885.95
31,210,14:30,7.0,1.13,4.13,13.7,261.34,0.01,0.01,0.01,-39.64,676.15
47,134,16:40,6.94,-2.61,33.5,44.54,164.67,6.22,6.22,6.22,12.99,389.81
65,149,21:30,10.97,-2.67,25.95,37.42,9.72,6.0,6.0,6.0,-58.51,1436.91
63,184,03:20,3.37,-1.45,7.82,19.64,215.3,0.03,0.03,0.03,-56.4,159.23
52,56,02:40,8.99,-3.97,31.93,46.62,-184.79,0.02,0.02,0.02,168.71,1143.46
63,132,08:30,7.11,0.62,24.23,30.9,353.69,10.57,10.57,10.57,23.86,239.61
31,61,01:30,10.0,-1.71,26.6,34.95,439.46,8.51,8.4,8.49,-150.07,1132.53
1,138,19:40,2.25,1.37,27.77,35.09,93.11,0.99,0.99,0.99,-0.24,71.12
104,55,20:40,3.33,2.61,37.59,45.8,80.33,0.01,0.01,0.01,-30.15,127.64
99,88,23:20,6.17,-1.36,35.03,36.3,232.63,6.87,6.87,6.87,-90.91,395.76
35,155,11:10,3.24,0.65,19.29,24.3,100.69,0.01,0.01,0.01,-26.14,132.3
123,96,10:30,7.75,-1.3,34.56,38.63,364.7,0.12,0.12,0.11,99.03,1014.67
15,73,17:40,4.17,-1.33,39.68,39.75,275.51,0.03,0.03,0.03,-51.2,247.14
38,195,17:10,4.31,-1.95,394.04,20.75,36.47,0.02,0.02,0.03,-44.69,190.04
2,131,13:50,4.31,-0.22,23.37,32.01,413.43,0.49,0.49,0.49,12.97,204.93
80,108,03:10,1.15,-3.23,26.61,35.36,277.99,0.01,0.01,0.01,-0.16,0.63
72,103,07:20,3.43,15.78,30.98,37.88,-58.62,55.64,55.63,55.64,5.19,30.01
127,189,10:50,3.95,-2.08,8.33,13.11,146.16,0.03,0.03,0.03,-64.7,213.84
120,190,10:20,4.15,-0.78,9.07,13.09,105.38,0.71,0.72,0.72,-24.45,96.7
89,28,19:40,12.82,-0.98,31.9,37.64,202.26,6.78,6.78,6.78,202.78,1514.14
110,70,09:40,3.04,2.12,34.03,39.18,360.74,0.02,0.02,0.03,1.76,94.94
103,136,09:10,8.76,2.28,18.65,22.6,349.7,7.34,7.34,7.34,56.95,698.97
126,17,07:00,11.45,0.72,29.5,26.31,300.82,16.75,16.75,16.75,89.44,349.33
36,241,21:00,2.16,0.83,-0.21,10.73,207.21,0.02,0.02,0.02,-1.17,55.3
28,125,07:20,8.88,-4.54,25.7,34.2,-15.79,0.01,0.01,0.04,55.59,1000.67
117,69,02:20,16.95,-5.52,37.18,34.03,257.33,18.85,18.85,18.85,136.98,763.06
74,124,19:40,5.75,-2.4,34.14,41.17,422.19,0.02,0.02,0.02,-28.93,425.6
37,235,10:30,0.45,98.53,-2.64,5.19,438.28,89.86,89.58,89.63,-0.3,0.0
41,130,01:20,10.65,-4.06,28.97,33.2,288.45,12.18,12.18,12.18,13.8,692.33
18,202,01:10,1.71,2.5,8.53,12.0,185.58,89.35,89.67,89.67,0.0,0.0
86,174,15:30,4.66,2.86,23.79,25.34,217.36,1.96,1.96,1.96,-49.38,235.92
113,88,08:10,2.83,0.06,33.33,34.48,400.6,-1.49,-1.49,-1.49,-23.22,111.7
111,106,13:40,7.52,3.41,35.7,48.52,399.33,0.02,0.02,0.02,-64.4,839.3
74,230,18:40,2.91,5.04,5.0,19.0,186.52,0.02,0.03,0.02,-28.17,114.76
50,88,21:30,4.05,4.08,37.42,46.4,356.47,0.01,0.01,0.01,-45.49,287.49
117,15,23:50,5.4,6.19,30.0,29.2,179.94,0.02,0.02,0.02,-42.5,121.53
101,14,15:10,11.56,35.5,46.09,30.97,376.12,70.31,70.29,70.3,0.68,48.17
75,9,15:50,4.52,0.44,26.94,31.46,202.56,0.07,0.07,0.07,-46.32,324.79
43,136,12:40,7.4,-2.27,21.57,26.77,370.9,1.36,1.36,1.36,62.88,769.01
99,27,20:20,5.97,-7.76,39.68,28.81,64.75,0.02,0.02,0.02,-5.77,106.84
123,161,00:00,3.21,-5.29,17.01,19.34,237.54,72.89,72.88,72.89,-9.01,29.03
30,88,22:50,7.75,-6.1,37.2,45.94,8.51,-0.49,-0.49,-0.49,-118.82,934.11
11,14,21:10,6.12,-3.03,27.0,33.37,259.03,0.01,0.01,0.01,-53.29,529.87
45,210,02:30,4.06,4.59,2.45,14.32,-57.96,0.01,0.01,0.01,-84.03,241.58
67,54,14:30,11.13,0.09,324.56,40.63,201.0,1.97,1.97,1.97,114.6,1222.05
55,16,20:20,4.19,5.5,33.65,37.29,359.84,0.01,0.01,0.01,-78.63,232.06
80,89,05:40,9.59,-2.93,32.38,44.47,14.37,0.1,0.1,0.1,128.48,1313.53
78,40,20:40,3.35,-5.74,28.32,33.99,9.15,0.01,0.01,0.01,-40.75,79.07
46,26,04:30,4.0,-0.39,15.51,22.94,160.53,0.04,0.05,0.05,1.92,179.01
53,89,14:30,7.41,2.31,38.44,45.93,149.36,-1.49,-1.48,-1.48,-0.17,709.55
59,216,13:20,5.52,-1.11,-1.24,7.95,329.15,0.04,0.04,0.04,22.06,428.61
99,112,07:40,10.78,-2.55,27.94,33.04,247.15,3.31,3.31,3.31,138.5,1222.25
13,45,03:30,11.24,-4.43,29.13,40.9,359.78,3.19,3.19,3.19,44.91,1483.94
17,244,02:30,12.23,0.2,-9.33,4.0,184.83,12.28,12.28,12.28,153.19,1135.45
42,29,23:50,7.77,2.98,21.04,36.83,231.2,0.02,0.03,0.03,-377.1,692.86
111,20,23:00,3.91,-5.79,30.8,41.99,-11.63,0.01,0.01,0.01,-25.77,104.76
101,42,06:00,3.61,3.02,41.19,26.6,209.71,0.01,0.01,0.01,-40.86,121.12
8,206,00:00,8.51,-1.36,-1.9,17.93,136.73,0.01,0.01,0.01,71.67,1024.97
52,64,09:00,1.98,-6.27,31.29,45.48,215.38,0.01,0.01,0.02,1.02,20.82
81,103,01:20,2.21,-8.39,33.43,46.59,230.79,0.01,0.01,0.01,5.88,54.6
85,147,02:50,3.13,-0.71,24.7,31.26,257.34,0.03,0.03,0.03,-25.22,125.26
83,123,09:00,3.57,-0.25,18.76,26.42,348.94,0.01,0.01,0.01,-26.5,161.36
15,172,14:30,11.67,-0.45,19.7,23.12,318.63,17.15,17.15,17.15,43.04,374.91
90,51,04:20,9.7,1.92,32.48,39.49,-94.77,0.23,0.23,0.23,-168.94,1258.05
79,94,05:00,5.71,-2.53,25.0,30.1,356.92,0.16,0.15,0.15,-1.41,355.14
60,146,22:20,5.37,0.08,27.6,33.09,243.25,0.03,0.03,0.04,-62.72,309.15
29,62,13:30,6.28,-5.15,35.51,48.31,57.84,0.01,0.01,0.01,-31.96,522.29
119,97,04:30,9.5,4.39,34.66,34.66,69.42,0.02,0.02,0.02,103.43,1218.11
4,130,07:50,13.93,3.57,29.44,30.96,373.71,16.3,16.3,16.3,14.75,714.8
87,215,10:40,4.63,1.38,-1.3,9.59,375.22,0.01,0.01,0.01,-4.68,313.2
7,68,10:30,2.6,85.13,37.46,40.06,384.23,90.36,90.38,90.37,-0.3,0.0
30,118,14:10,2.77,2.24,40.79,45.85,-3.88,-0.49,-0.49,-0.49,10.75,102.47
80,112,00:50,11.59,3.59,33.86,43.93,-8.59,8.41,8.41,8.41,112.52,1209.81
73,214,23:40,4.9,6.26,-0.09,12.9,234.13,0.02,0.02,0.02,-107.75,399.98
78,22,09:40,9.26,8.28,22.84,30.59,151.16,0.39,0.39,0.39,190.37,1289.9
14,57,21:00,22.67,-7.34,28.52,31.58,191.3,21.61,21.61,21.61,190.05,1519.17
12,76,11:00,9.11,-0.77,33.71,44.98,31.45,0.6,0.6,0.6,56.42,1137.18
48,138,03:30,3.55,-6.46,23.45,30.52,351.32,0.01,0.01,0.01,-12.8,113.47
42,63,09:30,5.92,-0.64,28.04,37.59,34.53,0.01,0.01,0.02,-44.74,462.86
33,39,05:10,6.32,-5.31,19.29,29.18,88.43,0.01,0.01,0.01,-233.1,522.46
33,240,18:30,2.16,1.74,5.06,19.97,258.24,0.01,0.01,0.01,-1.71,68.61
63,10,15:20,8.8,-2.61,20.4,28.29,390.63,0.58,0.58,0.58,-29.68,962.21
12,105,05:50,1.91,-2.17,27.39,31.19,36.14,0.04,0.01,0.01,5.31,37.27
81,237,03:40,3.49,-0.45,1.06,20.41,153.5,0.01,0.01,0.01,22.13,164.53
44,218,05:20,4.54,-1.93,-7.6,8.02,177.53,0.01,0.01,0.01,-126.58,385.32
120,189,05:20,4.68,3.78,9.26,13.94,108.7,0.03,0.03,0.03,-58.37,162.73
14,40,20:00,4.96,-5.44,32.1,33.79,61.81,0.01,0.01,0.01,-65.57,249.3
118,190,03:40,4.82,0.26,9.28,12.5,154.99,0.45,0.45,0.45,-122.47,337.22
12,191,19:50,4.43,7.45,14.14,19.29,166.72,0.01,0.01,0.01,-60.53,256.13
132,62,08:30,3.74,-5.08,27.28,37.88,-262.87,0.01,0.01,0.01,-13.05,100.27
42,202,11:50,9.14,-1.0,5.22,19.26,367.7,6.38,6.38,6.38,83.92,846.05
22,110,11:00,3.81,1.89,38.66,34.89,405.6,0.02,0.03,0.02,11.79,167.11
59,40,21:00,3.72,0.12,31.64,38.0,16.1,0.01,0.01,0.01,-78.28,131.53
39,113,08:00,5.09,-3.07,24.07,30.13,262.59,0.19,0.19,0.19,-41.42,228.94
43,28,14:10,14.01,5.8,30.84,36.23,203.43,9.7,9.7,9.7,100.57,1511.97
38,88,20:30,6.44,4.75,394.04,39.25,401.9,0.01,0.01,0.01,-101.85,541.21
88,131,22:10,5.94,1.5,26.88,34.32,360.45,3.32,3.32,3.32,11.33,443.41
88,88,11:20,4.52,-0.86,34.98,38.77,382.31,0.01,0.01,0.01,0.26,232.46
122,17,04:40,5.21,0.42,393.33,31.05,314.86,0.02,0.02,0.02,42.65,291.68
44,60,10:50,8.63,-0.64,31.41,39.66,181.22,0.65,0.65,0.65,106.66,1219.77
108,92,19:50,7.79,2.86,20.56,46.21,197.08,0.14,0.14,0.14,9.08,844.04
7,44,15:10,5.59,-1.49,34.56,38.92,409.06,0.01,0.01,0.01,-80.2,296.29
39,41,04:30,5.02,0.27,25.7,31.4,210.49,0.01,0.01,0.01,-84.59,249.38
116,47,12:00,5.12,5.17,33.95,35.4,-151.19,14.32,14.32,14.32,-4.72,57.34
35,141,07:00,8.92,-0.96,24.38,32.47,253.87,0.17,0.17,0.18,-100.88,1278.2
91,114,16:00,8.2,-1.57,30.12,33.83,15.99,0.55,0.55,0.55,141.95,1066.26
91,128,12:10,4.54,-5.83,27.28,32.24,375.87,0.51,0.51,0.51,-19.11,253.42
43,69,18:40,9.19,1.43,36.27,41.29,200.66,0.54,0.54,0.54,65.75,1140.58
49,163,01:10,8.59,-1.56,17.73,24.98,-35.15,5.24,5.24,5.24,-147.44,829.24
52,89,13:10,10.15,0.66,40.62,45.27,218.27,0.81,0.82,0.81,-95.84,1175.83
61,53,15:20,6.99,-3.09,393.21,37.6,177.01,0.06,0.06,0.06,-1.98,658.02
51,133,05:50,6.83,-3.16,25.36,38.05,331.79,0.04,0.01,0.01,-8.04,759.04
39,12,04:10,6.67,-2.42,20.39,28.2,198.48,0.01,0.01,0.01,-132.71,489.09
85,93,10:50,6.48,-0.47,28.36,31.32,317.76,1.68,1.68,1.68,12.82,499.43
89,101,11:40,4.09,0.13,37.01,42.31,335.04,0.04,0.04,0.03,10.6,168.49
80,59,19:50,5.73,-40.25,35.87,39.41,-275.24,87.38,87.42,87.41,-0.3,0.0
53,88,12:20,4.03,2.79,33.57,37.98,125.7,-1.77,-1.77,-1.77,-0.14,191.15
4,204,22:00,4.43,-4.79,4.6,6.59,378.81,0.01,0.01,0.01,-77.65,284.05
101,221,11:20,4.72,5.33,30.12,5.03,208.42,0.02,0.02,0.03,-68.0,358.52
6,167,23:50,4.26,-0.19,15.5,25.4,367.29,0.02,0.01,0.01,-80.63,201.95
38,157,16:00,8.22,-2.22,394.04,23.03,35.49,0.01,0.02,0.02,-190.44,943.77
24,157,00:40,9.65,-2.2,392.54,18.8,322.92,1.7,1.7,1.7,140.75,1450.95
65,196,02:40,6.84,-1.55,13.41,29.15,29.88,6.33,6.33,6.33,43.78,559.83
1,24,07:20,4.79,4.88,20.84,29.18,344.31,0.99,0.99,0.99,-0.23,293.4
129,45,02:10,5.97,-8.68,27.44,27.97,395.1,0.01,0.01,0.01,10.36,403.83
39,211,07:10,3.42,-1.43,-4.21,4.87,264.37,0.01,0.02,0.02,-145.88,161.1
54,26,00:40,4.51,3.35,18.35,23.91,687.89,0.05,0.05,0.05,-6.53,211.76
24,37,11:40,10.11,1.82,392.54,36.36,34.37,0.55,0.55,0.55,59.83,1284.27
3,175,00:00,4.28,2.36,19.76,30.85,224.54,0.03,0.02,0.02,-40.78,210.75
73,199,11:50,17.46,-1.53,15.06,23.29,252.09,20.09,20.09,20.09,-11.62,941.6
14,141,21:00,12.57,-1.49,31.25,36.02,367.94,7.49,7.49,7.49,68.57,1519.82
4,136,20:30,5.96,-0.08,26.87,27.76,409.18,0.01,0.01,0.01,-120.18,623.73
25,88,21:50,4.37,3.85,394.04,39.04,396.43,0.01,0.01,0.01,-43.38,282.07
15,97,03:10,9.92,-4.4,32.23,37.61,132.02,0.53,0.53,0.53,85.56,1441.15
6,200,18:00,4.03,-4.93,13.47,23.81,273.57,0.15,0.15,0.15,-33.0,220.86
29,217,22:20,7.41,-1.24,-4.6,14.97,365.67,0.01,0.01,0.01,-77.18,933.01
3,115,14:10,5.33,5.78,33.5,39.21,64.86,19.84,19.84,19.84,2.97,140.16
91,164,04:50,7.99,-3.29,9.74,15.61,-144.34,13.18,13.18,13.18,-56.84,231.25
26,114,19:20,5.49,3.52,26.82,32.34,39.59,0.04,0.04,0.04,-14.97,398.39
37,195,17:20,4.26,0.51,20.52,23.16,-91.65,0.02,0.02,0.02,-62.23,225.89
85,2,21:00,2.57,-4.36,29.53,34.65,-11.93,0.01,0.01,0.01,-14.69,49.5
70,19,02:50,13.65,-11.17,25.43,34.64,-22.13,18.61,18.61,18.61,11.18,399.97
19,42,01:10,2.38,-4.14,27.52,42.02,212.79,0.01,0.01,0.01,-11.17,56.16
64,132,12:00,6.23,-1.59,30.27,33.17,387.1,0.01,0.01,0.01,16.03,613.28
113,211,05:00,10.31,0.13,0.73,7.26,75.52,-1.49,-1.49,-1.49,-175.56,1386.85
76,128,14:40,4.95,-0.68,30.83,32.47,372.04,0.02,0.03,0.02,-3.8,284.92
23,142,06:40,10.94,-0.32,24.35,33.37,331.66,6.55,6.55,6.55,181.95,1232.46
93,3,21:00,8.77,1.38,28.05,30.18,179.54,0.01,0.01,0.01,121.78,977.54
90,33,17:40,6.25,9.61,35.61,39.66,130.49,0.01,0.01,0.01,-153.62,576.2
78,13,20:10,5.67,-0.14,26.81,33.86,157.81,0.01,0.01,0.01,-89.58,328.32
24,27,01:40,5.3,-7.52,392.54,21.09,275.41,0.01,0.01,0.01,-3.36,283.78
104,99,00:00,8.2,2.95,36.79,45.66,300.0,14.65,14.65,14.65,14.07,232.38
18,173,05:00,2.76,6.85,21.37,23.47,163.66,0.02,0.04,0.04,-24.6,97.02
13,130,13:20,12.44,1.69,34.61,41.22,406.42,10.74,10.74,10.74,19.1,1012.91
5,60,18:10,6.57,3.53,37.7,41.15,80.26,0.04,0.05,0.04,143.42,566.69
11,69,21:20,6.92,-3.99,35.17,40.44,598.41,0.03,0.03,0.03,-89.08,725.72
14,24,00:10,4.24,2.7,25.42,30.99,350.74,0.01,0.01,0.01,-39.7,200.89
82,12,06:40,3.55,9.37,19.21,25.81,315.91,0.01,0.01,0.01,-83.56,147.17
20,215,19:30,4.55,-1.7,-0.27,19.89,-306.33,0.01,0.01,0.01,-83.57,277.56
131,95,05:10,7.87,-6.15,27.87,37.94,0.08,0.14,0.14,0.14,76.01,902.28
111,47,14:30,4.31,0.31,33.47,43.45,-152.42,0.01,0.01,0.01,-16.57,221.5
78,41,16:50,8.59,3.16,28.57,35.94,100.77,0.04,0.03,0.03,-4.91,959.93
107,161,01:40,3.02,1.67,12.66,19.89,213.91,0.03,0.03,0.03,-21.95,126.26
105,232,14:50,3.16,2.1,2.82,15.77,117.16,0.03,0.03,0.03,-5.97,106.04
107,61,10:20,1.21,35.09,21.89,29.24,78.39,90.37,90.39,90.36,-0.3,0.0
24,135,07:30,7.66,-4.35,392.54,20.6,338.44,-1.47,-1.47,-1.47,-75.06,982.11
20,58,21:00,5.8,-2.2,28.5,40.75,-69.89,0.01,0.01,0.01,-18.79,503.55
83,190,23:00,2.05,-3.18,10.44,19.51,197.12,0.01,0.01,0.01,-2.1,35.63
29,93,15:10,2.33,10.09,36.93,47.75,400.92,22.79,22.78,22.79,-4.0,17.39
105,151,01:40,6.71,-2.88,20.79,29.7,-39.04,0.03,0.03,0.03,-85.72,616.02
60,199,16:00,4.66,5.67,18.17,20.84,274.04,23.57,23.59,23.57,-39.36,162.55
17,194,02:50,2.35,-3.16,16.23,23.34,-173.03,0.01,0.01,0.01,-13.71,60.01
29,148,14:10,5.31,-0.9,29.36,38.9,192.74,0.13,0.13,0.13,-83.09,390.75
76,189,16:40,11.87,-2.41,12.85,17.75,355.58,4.43,4.43,4.43,242.51,1497.01
108,204,02:40,5.69,2.12,-0.16,25.45,311.72,29.22,22.48,29.22,-94.22,318.74
56,3,22:10,11.14,-10.51,25.73,33.56,165.65,1.88,1.88,1.88,159.65,1422.4
83,7,01:40,3.35,2.04,15.8,25.84,-79.58,0.01,0.01,0.01,-93.11,173.15
110,230,08:30,0.8,53.67,0.54,12.2,-22.5,89.76,89.79,89.79,0.0,0.0
122,152,23:40,4.71,10.57,21.04,25.98,298.63,37.84,37.83,37.84,-27.5,137.1
33,26,01:20,4.35,-1.3,17.31,25.94,254.5,0.08,0.08,0.08,-63.42,240.69
39,207,11:20,13.64,-3.68,-2.41,10.81,-116.03,13.05,13.05,13.05,128.84,1079.43
87,130,19:40,3.66,-2.62,35.45,38.0,426.67,0.04,0.03,0.01,10.46,134.67
37,15,06:20,3.09,-3.08,22.15,27.76,405.6,0.01,0.01,0.01,-22.93,92.4
82,189,21:00,7.1,2.85,10.2,19.4,205.27,7.06,7.06,7.06,-142.58,471.55
57,160,19:10,6.03,1.19,20.59,34.1,446.87,0.01,0.01,0.01,-99.05,583.17
66,181,13:30,3.59,-0.51,16.44,24.08,-8.28,0.51,0.51,0.51,-51.7,150.83
69,172,20:10,8.05,1.1,19.25,23.22,152.29,-0.32,-0.32,-0.32,-157.04,1038.24
92,202,07:20,6.41,-2.11,9.47,15.13,-45.01,1.01,1.01,1.01,-67.65,306.0
75,45,16:40,3.19,-4.17,36.68,41.91,96.83,0.01,0.01,0.01,-38.71,101.47
80,88,20:40,5.69,-5.63,39.62,40.14,76.9,0.01,0.01,0.01,-71.22,419.74
41,235,22:00,6.66,-4.25,-1.89,9.34,118.54,0.01,0.01,0.01,68.69,867.74
82,211,02:00,6.77,4.62,0.54,16.18,328.69,0.01,0.01,0.01,-273.17,759.2
84,64,19:20,4.53,-0.8,38.07,40.84,213.83,0.01,0.01,0.01,-51.85,190.79
109,31,06:00,5.14,6.21,21.1,36.12,-28.3,0.01,0.01,0.01,-39.14,278.47
101,132,04:10,5.38,-0.34,41.69,27.74,207.26,0.51,0.51,0.51,11.41,341.53
81,120,07:50,10.53,0.63,26.08,35.39,280.2,14.48,14.48,14.48,53.72,435.84
108,132,23:30,8.89,-5.04,24.36,41.87,-0.59,0.88,0.87,0.88,-87.19,972.85
48,81,21:30,2.01,-0.69,38.54,42.86,47.21,0.01,0.01,0.01,-8.84,42.43
117,76,18:50,2.94,-0.55,38.25,36.98,104.61,0.01,0.01,0.01,-11.7,53.32
38,105,19:30,2.39,0.96,394.04,39.12,141.4,6.4,6.4,6.4,0.08,2.16
68,85,07:20,11.19,-1.88,393.71,27.01,197.86,3.65,3.65,3.65,26.61,1401.07
23,89,18:00,9.64,4.14,40.07,46.48,158.13,11.9,11.9,11.9,99.15,869.29
88,205,05:30,5.52,-1.24,-4.89,5.07,350.32,5.12,5.12,5.12,-115.79,321.73
6,213,06:50,5.66,-2.97,0.82,20.09,465.6,0.03,0.04,0.03,-207.94,392.4
84,184,07:30,2.05,-8.32,6.7,13.88,390.46,0.04,0.04,0.04,-14.99,54.18
33,85,09:40,3.63,-1.32,24.95,34.65,201.8,0.01,0.01,0.01,-60.09,193.05
34,71,11:10,5.46,3.85,32.04,44.71,379.27,0.03,0.03,0.03,-27.8,400.42
110,224,02:30,2.82,-6.2,5.02,17.2,158.41,0.01,0.01,0.01,2.87,66.41
5,52,03:20,5.86,0.73,30.86,33.21,9.63,0.01,0.01,0.01,-104.91,399.93
68,184,19:30,5.31,2.52,393.71,15.52,122.96,0.02,0.01,0.01,-141.33,407.28
50,74,12:30,8.77,2.85,33.7,46.49,9.83,0.02,0.02,0.02,36.91,1089.11
40,96,16:30,13.63,-3.89,45.08,43.69,350.63,5.28,5.28,5.28,109.42,1476.03
33,164,13:10,1.18,-12.82,14.17,21.49,112.12,50.89,50.9,50.88,-0.16,1.54
67,200,20:10,4.59,1.34,324.56,11.33,178.46,0.01,0.02,0.01,4.87,275.36
71,1,16:40,3.01,1.35,38.71,42.01,229.17,16.69,16.69,16.69,-48.64,70.65
24,152,07:10,7.57,-3.98,392.54,22.7,316.19,9.33,9.33,9.33,-105.14,490.59
67,206,21:10,7.47,-3.63,324.56,4.4,6.31,0.04,0.04,0.01,67.77,773.7
89,215,23:40,3.86,4.1,-1.37,15.77,318.7,0.01,0.01,0.01,-53.57,172.96
73,221,22:00,10.49,-6.04,-0.93,14.6,-101.07,5.37,5.37,5.37,131.83,1513.64
27,77,01:50,9.45,2.32,33.39,40.96,-47.18,0.01,0.01,0.01,185.83,1202.03
5,36,02:40,7.43,9.47,29.79,34.13,298.45,0.01,0.01,0.01,-168.14,712.58
100,185,11:50,3.03,-4.38,11.39,18.01,384.25,6.89,6.89,6.89,-17.48,61.22
93,18,17:50,9.61,3.81,31.51,33.97,181.92,14.13,14.13,14.13,-7.22,685.02
7,63,16:20,2.96,4.05,39.77,43.55,142.02,3.74,3.74,3.74,6.14,40.76
118,54,15:50,9.82,-1.14,38.91,39.58,134.26,11.93,11.93,11.93,40.44,469.18
116,54,00:30,8.57,-0.28,30.79,34.16,288.95,0.01,0.05,0.01,-298.44,959.18
98,129,23:50,10.24,-5.11,31.52,33.47,380.27,17.68,17.68,17.68,14.33,485.91
68,176,17:40,6.46,1.21,393.71,21.83,352.16,0.23,0.23,0.23,-186.71,577.15
72,21,19:50,6.24,2.27,30.4,41.01,273.21,0.02,0.02,0.01,117.34,661.04
89,158,08:40,5.71,-1.95,13.99,22.79,307.82,0.01,0.01,0.01,-97.24,434.47
41,99,22:00,6.25,2.7,37.44,41.65,187.17,0.03,0.05,0.03,70.94,600.4
1,125,15:40,6.31,-5.95,34.75,43.03,417.2,1.0,1.0,1.0,-0.23,516.87
89,41,00:50,2.71,-0.5,29.57,34.7,-46.13,0.01,0.01,0.01,-19.2,67.14
133,91,05:10,4.84,-3.02,33.72,34.95,380.83,0.04,0.04,0.04,-80.33,443.38
127,91,01:50,9.61,3.63,33.0,34.46,267.6,7.57,7.57,7.57,122.58,907.18
42,57,14:50,8.12,-1.72,28.98,39.07,187.69,0.03,0.03,0.03,19.69,963.91
33,182,08:50,8.74,1.7,15.05,27.5,68.53,0.09,0.09,0.09,-122.66,1220.56
78,112,03:00,13.88,-3.96,29.56,37.36,310.69,10.23,10.23,10.23,135.81,1220.97
97,99,01:50,4.9,-5.3,33.98,35.24,74.5,0.04,0.04,0.04,21.09,220.95
48,58,15:00,6.96,-0.12,28.12,36.88,157.08,0.02,0.02,0.03,-41.37,580.14
